query,code,product_name,description,price,formatted_price,unit_description,brand,image_url,image_path
אורז יסמין,P_7290100700396,אורז יסמין קלאסי,אורז יסמין קלאסי,12.9,12.90 ₪,"1 ק""ג",סוגת,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/MRT44_M_P_7290100700396_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/אורז_יסמין/P_7290100700396.jpg
אורז יסמין,P_7290117260081,אורז יסמין דאווט,אורז יסמין דאווט,13.5,13.50 ₪,"1 ק""ג",וילי פוד,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/RGS44_M_P_7290117260081_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/אורז_יסמין/P_7290117260081.jpg
אורז יסמין,P_8597906,אורז יסמין,אורז יסמין,39.9,39.90 ₪,"5 ק""ג",שוק קולינרי,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/DTR44_M_P_8597906_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/אורז_יסמין/P_8597906.jpg
אורז יסמין,P_211985,אורז עגול,אורז עגול,12.9,12.90 ₪,"1 ק""ג",סוגת,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/AOG26_M_P_211985_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/אורז_יסמין/P_211985.jpg
אורז יסמין,P_211442,אורז פרסי קלאסי סוגת,אורז פרסי קלאסי סוגת,10.9,10.90 ₪,"1 ק""ג",סוגת,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/ZTJ14_M_P_211442_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/אורז_יסמין/P_211442.jpg
אורז יסמין,P_211169,אורז תאילנדי סוגת,אורז תאילנדי,7.5,7.50 ₪,"1 ק""ג",סוגת,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/ZIW20_M_P_211169_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/אורז_יסמין/P_211169.jpg
אורז יסמין,P_7290100704707,אורז מיקס,אורז מיקס,10.9,10.90 ₪,500 גרם,סוגת,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/TBO44_M_P_7290100704707_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/אורז_יסמין/P_7290100704707.jpg
אורז יסמין,P_7290100704691,אורז אדום,אורז אדום,10.9,10.90 ₪,500 גרם,סוגת,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/TAY46_M_P_7290100704691_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/אורז_יסמין/P_7290100704691.jpg
אורז יסמין,P_7290100701157,אורז להכנת סושי,אורז להכנת סושי,13.9,13.90 ₪,"1 ק""ג",סוגת,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/NVA40_M_P_7290100701157_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/אורז_יסמין/P_7290100701157.jpg
אורז יסמין,P_3643004,אורז בסמטי קלאסי בשקית,אורז בסמטי קלאסי בשקית,15.9,15.90 ₪,"1 ק""ג",סוגת,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/GAN20_M_P_3643004_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/אורז_יסמין/P_3643004.jpg
