query,code,product_name,description,price,formatted_price,unit_description,brand,image_url,image_path
משקה אורז,P_7296073675181,משקה בריסטה שיבולת שועל,"משקה בריסטה שיבולת שועל ללת""ס",13.9,13.90 ₪,1 ליטר,גרין,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/MFE62_M_P_7296073675181_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/משקה_אורז/P_7296073675181.jpg
משקה אורז,P_8000215204219,משקה אורז אורגני,משקה אורז אורגני,15.9,15.90 ₪,1 ליטר,ויטריז,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/VAQ34_M_P_8000215204219_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/משקה_אורז/P_8000215204219.jpg
משקה אורז,P_8000215204554,משקה אורז קוקוס אורגני,משקה אורז קוקוס אורגני,15.9,15.90 ₪,1 ליטר,ויטריז,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/VNN36_M_P_8000215204554_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/משקה_אורז/P_8000215204554.jpg
משקה אורז,P_7394376621451,משקה שיבולת שועל להקצפה,משקה שיבולת שועל בריסטה להקצפה,17.9,17.90 ₪,1 ליטר,אוטלי,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/ZUA58_M_P_7394376621451_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/משקה_אורז/P_7394376621451.jpg
משקה אורז,P_8000215204240,משקה שקדים ואורז אורגני,משקה שקדים ואורז אורגני,15.9,15.90 ₪,1 ליטר,ויטריז,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/VBL28_M_P_8000215204240_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/משקה_אורז/P_8000215204240.jpg
משקה אורז,P_8000215204714,משקה שיבולת שועל אורגני,משקה שיבולת שועל אורגני,15.9,15.90 ₪,1 ליטר,פרימאבנה,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/VTR34_M_P_8000215204714_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/משקה_אורז/P_8000215204714.jpg
משקה אורז,P_7394376123337,משקה שיבולת שועל אורגני,משקה שיבולת שועל אורגני,17.5,17.50 ₪,1 ליטר,אוטלי,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/QXU58_M_P_7394376123337_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/משקה_אורז/P_7394376123337.jpg
משקה אורז,P_8000215204271,משקה שקדים ואורז אישי,משקה שקדים ואורז אישי,5.9,5.90 ₪,"200 מ""ל",ויטריז,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/VCQ32_M_P_8000215204271_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/משקה_אורז/P_8000215204271.jpg
משקה אורז,P_8000215204394,משקה אגוזי לוז ואורז,משקה אגוזי לוז ואורז,18.9,18.90 ₪,1 ליטר,ויטריז,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/VHJ38_M_P_8000215204394_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/משקה_אורז/P_8000215204394.jpg
משקה אורז,P_5411188115366,משקה שיבולת שועל אלפרו,משקה שיבולת שועל אלפרו,16.9,16.90 ₪,1 ליטר,אלפרו,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/XYT50_M_P_5411188115366_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/משקה_אורז/P_5411188115366.jpg
משקה אורז,P_7290017325972,משקה שיבולת שועל  0%  סו,משקה שיבולת שועל  0%  סו,14.9,14.90 ₪,1 ליטר,הרדוף,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_medium/VTD54_M_P_7290017325972_1.png",/Users/noa/Desktop/PriceComparisonApp/data/images/משקה_אורז/P_7290017325972.jpg
