barcode,product_name,retailer_name,suspicious_price,median_price_for_barcode,reason_for_flag
8700216891103,פרימיום חיתולים מידה 5 (₪2.04 ליחידה),Be Pharm,33.9,33.9,Suspected Unit Price (Keyword)
8700216891103,פרימיום חיתולים מידה 5 (₪2.04 ליחידה),Good Pharm,33.9,33.9,Suspected Unit Price (Keyword)
8700216891134,פרימיום חיתולים מידה 2 (₪1.25 ליחידה),Super-Pharm,1.25,33.9,Suspected Unit Price (Keyword)
8700216891134,פרימיום חיתולים מידה 2 (₪1.25 ליחידה),Be Pharm,33.9,33.9,Suspected Unit Price (Keyword)
8700216891134,פרימיום חיתולים מידה 2 (₪1.25 ליחידה),Good Pharm,33.9,33.9,Suspected Unit Price (Keyword)
8710103556879,הנקה (₪0.85 ליחידה),Super-Pharm,0.85,0.85,Suspected Unit Price (Keyword)
8710103985105,נטורל ריספונס +0M שלב 2 זוג (₪25.45 ליחידה),Super-Pharm,25.45,44.9,Suspected Unit Price (Keyword)
8710103985105,נטורל ריספונס +0M שלב 2 זוג (₪25.45 ליחידה),Be Pharm,44.9,44.9,Suspected Unit Price (Keyword)
8710103985105,נטורל ריספונס +0M שלב 2 זוג (₪25.45 ליחידה),Good Pharm,44.9,44.9,Suspected Unit Price (Keyword)
8710103985129,נטורל ריספונס +1M שלב 3 זוג (₪25.45 ליחידה),Super-Pharm,25.45,44.9,Suspected Unit Price (Keyword)
8710103985129,נטורל ריספונס +1M שלב 3 זוג (₪25.45 ליחידה),Be Pharm,44.9,44.9,Suspected Unit Price (Keyword)
8710103985129,נטורל ריספונס +1M שלב 3 זוג (₪25.45 ליחידה),Good Pharm,44.9,44.9,Suspected Unit Price (Keyword)
8710103985143,נטורל ריספונס +3M שלב 4 זוג (₪25.45 ליחידה),Super-Pharm,25.45,44.9,Suspected Unit Price (Keyword)
8710103985143,נטורל ריספונס +3M שלב 4 זוג (₪25.45 ליחידה),Be Pharm,44.9,44.9,Suspected Unit Price (Keyword)
8710103985143,נטורל ריספונס +3M שלב 4 זוג (₪25.45 ליחידה),Good Pharm,44.9,44.9,Suspected Unit Price (Keyword)
8710103985181,נטורל ריספונס +6M שלב 6 זוג (₪25.45 ליחידה),Super-Pharm,25.45,44.9,Suspected Unit Price (Keyword)
8710103985181,נטורל ריספונס +6M שלב 6 זוג (₪25.45 ליחידה),Be Pharm,44.9,44.9,Suspected Unit Price (Keyword)
8710103985181,נטורל ריספונס +6M שלב 6 זוג (₪25.45 ליחידה),Good Pharm,44.9,44.9,Suspected Unit Price (Keyword)
8710103989622,נטורל ריספונס * (₪45.45 ליחידה),Super-Pharm,45.45,57.675000000000004,Suspected Unit Price (Keyword)
8710103989622,נטורל ריספונס * (₪45.45 ליחידה),Be Pharm,69.9,57.675000000000004,Suspected Unit Price (Keyword)
8710103989745,בקבוק נטורל ריספונס זוג (₪55.45 ליחידה),Super-Pharm,55.45,78.725,Suspected Unit Price (Keyword)
8710103989745,בקבוק נטורל ריספונס זוג (₪55.45 ליחידה),Be Pharm,102.0,78.725,Suspected Unit Price (Keyword)
8710103989783,בקבוק נטורל ריספונס זוג (₪55.45 ליחידה),Super-Pharm,55.45,78.725,Suspected Unit Price (Keyword)
8710103989783,בקבוק נטורל ריספונס זוג (₪55.45 ליחידה),Be Pharm,102.0,78.725,Suspected Unit Price (Keyword)
8710103990369,נטורל ריספונס +שסתום AirFree להפחתת קוליק גזים וריפלוקס זוג (₪55.45 ליחידה),Super-Pharm,55.45,55.45,Suspected Unit Price (Keyword)
8710103993193,סופט מוצצים 6-18 חודשים לעור רגיש (₪27.95 ליחידה),Super-Pharm,27.95,39.9,Suspected Unit Price (Keyword)
8710103993193,סופט מוצצים 6-18 חודשים לעור רגיש (₪27.95 ליחידה),Be Pharm,39.9,39.9,Suspected Unit Price (Keyword)
8710103993193,סופט מוצצים 6-18 חודשים לעור רגיש (₪27.95 ליחידה),Good Pharm,44.9,39.9,Suspected Unit Price (Keyword)
8710428017000,להשלמה תזונתית לילדים מגיל 3-13 מכיל 27 ויטמינים ומינרלים בטעם וניל (₪9.48 ל-),Super-Pharm,9.48,69.9,Suspiciously Low Price
8710428017024,להשלמה תזונתית לילדים מגיל 3-13 מכיל 27 ויטמינים ומינרלים בטעם שוקולד (₪9.48 ל-),Super-Pharm,9.48,69.9,Suspiciously Low Price
8710428024190,אנשור פלוס אדוונס משקה להשלמה תזונתית בטעם קפה (₪7 ל-),Super-Pharm,7.0,11.2,Suspiciously Low Price
8710428998842,אנשור פלוס אדוונס משקה להשלמה תזונתית בטעם וניל (₪7 ל-),Super-Pharm,7.0,11.2,Suspiciously Low Price
8710428998866,אנשור פלוס אדוונס משקה להשלמה תזונתית בטעם שוקולד (₪7 ל-),Super-Pharm,7.0,11.2,Suspiciously Low Price
8710447224175,משקם* בתוספת ביוטין (₪5.47 ל-),Super-Pharm,5.47,14.9,Suspiciously Low Price
8710447224205,משקם* בתוספת ביוטין (₪5.47 ל-),Super-Pharm,5.47,14.9,Suspiciously Low Price
8710447224342,עם קרטין בתוספת שמן מרולה (₪5.47 ל-),Super-Pharm,5.47,14.9,Suspiciously Low Price
8710447224366,עם קרטין בתוספת שמן מרולה (₪5.47 ל-),Super-Pharm,5.47,14.9,Suspiciously Low Price
8710447284117,3 ב-1 ג'ל רחצה בלאק,Super-Pharm,4.97,10.0,Suspiciously Low Price
8710447320655,ספריי 0% אלומיניום בניחוח מלפפונים ותה ירוק (₪9.93 ל-),Super-Pharm,9.93,11.9,Suspiciously Low Price
8710502060021,מרבה פטיסרי עוגיות מאפין רכות,Super-Pharm,9.9,9.9,Suspiciously Low Price
8710847959417,מגבוני ניקוי מיסלרי להסרת איפור (₪0.85 ליחידה),Super-Pharm,0.85,0.85,Suspected Unit Price (Keyword)
8710847973970,"תחליב רחצה 750 מ""ל",Super-Pharm,3.85,16.45,Suspiciously Low Price
8710847974441,למראה שיער קליל (₪5.47 ל-),Super-Pharm,5.47,10.185,Suspiciously Low Price
87108538,בטעם תות (₪13.07 ל-),Good Pharm,4.5,8.785,Suspiciously Low Price
8710908326691,רחצה פרח האדמונית (₪3.85 ל-),Super-Pharm,3.85,15.0,Suspiciously Low Price
8710908404184,ספריי אוריגינל 0% מלחי אלומיניום (₪9.93 ל-),Super-Pharm,9.93,11.9,Suspiciously Low Price
8710908711619,מים מיסלרים לעור יבש (₪9.65 ל-),Super-Pharm,9.65,9.65,Suspiciously Low Price
8711000535806,ג'ייקובס - קפה נמס נטול קפאין בצנצנת 100 גרם,Good Pharm,29.9,29.9,Suspected Unit Price (Keyword)
8711700796712,ג'ל רחצה לגבר אפולו (₪4.97 ל-),Super-Pharm,4.97,8.435,Suspiciously Low Price
8712400802499,מזון לתינוקות שלב1 (₪8.74 ל-),Super-Pharm,8.74,64.9,Suspiciously Low Price
8712400802512,מזון לתינוקות שלב 2 (₪8.74 ל-),Super-Pharm,8.74,64.9,Suspiciously Low Price
8712400802536,מזון לתינוקות שלב 3 (₪8.74 ל-),Super-Pharm,8.74,64.9,Suspiciously Low Price
8712561384704,ומרכך 2 ב-1 לטיפוח יום יומי (₪4.72 ל-),Super-Pharm,4.72,9.31,Suspiciously Low Price
8712561384841,לטיפוח יום יומי (₪4.72 ל-),Super-Pharm,4.72,9.31,Suspiciously Low Price
8712561488280,שיקום אינטנסיבי (₪4.72 ל-),Super-Pharm,4.72,9.31,Suspiciously Low Price
8712561571333,שיקום אינטנסיבי (₪5.40 ל-),Super-Pharm,5.4,9.65,Suspiciously Low Price
8712561571388,לטיפוח יום יומי (₪5.40 ל-),Super-Pharm,5.4,9.65,Suspiciously Low Price
8712561594608,דאב תחליב רחצה להזנה עמוקה 750 מ`ל,Super-Pharm,3.85,16.45,Suspiciously Low Price
8712561611411,"דאב תחליב רחצה 750 מ""ל מלפפון",Super-Pharm,3.85,16.45,Suspiciously Low Price
8712561626286,"תחליב רחצה 750 מ""ל",Super-Pharm,3.85,16.45,Suspiciously Low Price
8712713883888,מבריש גמיש ורך (₪1.12 ליחידה),Super-Pharm,1.12,1.12,Suspected Unit Price (Keyword)
8714789582764,אג'קס פעולה משולשת לניקוי חלונות ומשטחים (₪2.65 ל-),Super-Pharm,2.65,7.275,Suspiciously Low Price
8714789733159,תחליב רחצה חלב ודבש (₪4.98 ל-),Super-Pharm,4.98,7.49,Suspiciously Low Price
8714789733289,תחליב רחצה חלב ודבש (₪3.85 ל-),Super-Pharm,3.85,15.0,Suspiciously Low Price
8715700422381,היינץ מיונז 420 גרם כשלפ,Super-Pharm,8.9,8.9,Suspiciously Low Price
8717163647196,ספריי גוף אנרכי נשים (₪9.27 ל-),Super-Pharm,9.27,10.0,Suspiciously Low Price
8717163647202,ספריי גוף אנרכי (₪9.27 ל-),Super-Pharm,9.27,10.0,Suspiciously Low Price
8717163647226,ספריי גוף בלאק (₪9.27 ל-),Super-Pharm,9.27,10.0,Suspiciously Low Price
8717163647233,ספריי גוף בלאק נייט (₪9.27 ל-),Super-Pharm,9.27,9.27,Suspiciously Low Price
8717163647240,ספריי גוף שוקולד (₪9.27 ל-),Super-Pharm,9.27,10.0,Suspiciously Low Price
8717163647257,ספריי גוף גולד (₪9.27 ל-),Super-Pharm,9.27,9.635,Suspiciously Low Price
8717163647264,"דאודורנט ספריי לגבר 150 מ""ל אייס צ'יל",Super-Pharm,9.27,10.0,Suspiciously Low Price
8717163648667,ג'ל רחצה לגבר אייס צ'יל (₪4.97 ל-),Super-Pharm,4.97,10.0,Suspiciously Low Price
8717163714850,ספריי קוקוס ויסמין (₪9.93 ל-),Super-Pharm,9.93,11.9,Suspiciously Low Price
8717163842676,רחצה חימר ורוד (₪4.18 ל-),Super-Pharm,4.18,12.9,Suspiciously Low Price
8717677338979,טוניס שוקולונלי שוקולד חלב ואגוזי לוז 47,Super-Pharm,7.9,7.9,Suspiciously Low Price
8718951036239,סבון גוף לגבר ספורט (₪4.98 ל-),Super-Pharm,4.98,4.98,Suspiciously Low Price
8718951093331,שיניים רכות במיוחד לחניכיים רגישות (₪20.45 ליחידה),Super-Pharm,20.45,30.0,Suspected Unit Price (Keyword)
8718951093331,שיניים רכות במיוחד לחניכיים רגישות (₪20.45 ליחידה),Be Pharm,30.0,30.0,Suspected Unit Price (Keyword)
8718951093331,שיניים רכות במיוחד לחניכיים רגישות (₪20.45 ליחידה),Good Pharm,32.9,30.0,Suspected Unit Price (Keyword)
8718951144064,שיניים לחניכים רגישות פרודונט אקספרט מארז זוג (₪20.45 ליחידה),Super-Pharm,20.45,30.0,Suspected Unit Price (Keyword)
8718951144064,שיניים לחניכים רגישות פרודונט אקספרט מארז זוג (₪20.45 ליחידה),Be Pharm,30.0,30.0,Suspected Unit Price (Keyword)
8718951144064,שיניים לחניכים רגישות פרודונט אקספרט מארז זוג (₪20.45 ליחידה),Good Pharm,32.9,30.0,Suspected Unit Price (Keyword)
8718951175600,"קולגייט טוטאל אוריג'ינל כשל""פ",Super-Pharm,8.9,9.45,Suspiciously Low Price
8718951176874,פה לילדים מיניונים לגילאי 6-12 בטעם מנטה עדין (₪7.56 ל-),Super-Pharm,7.56,13.9,Suspiciously Low Price
8718951187115,שיניים לילדים בגילאי 3-6 אריזת זוג (₪14.45 ליחידה),Super-Pharm,14.45,17.225,Suspected Unit Price (Keyword)
8718951187115,שיניים לילדים בגילאי 3-6 אריזת זוג (₪14.45 ליחידה),Be Pharm,20.0,17.225,Suspected Unit Price (Keyword)
8718951187122,שיניים לילדים בגילאי 0-3 ניקוי לשיניים ראשונות אריזת זוג (₪14.45 ליחידה),Super-Pharm,14.45,17.225,Suspected Unit Price (Keyword)
8718951187122,שיניים לילדים בגילאי 0-3 ניקוי לשיניים ראשונות אריזת זוג (₪14.45 ליחידה),Be Pharm,20.0,17.225,Suspected Unit Price (Keyword)
8718951226890,קולגייט טוטאל אוריגינל משחת שיניים 20 מל,Super-Pharm,4.9,4.9,Suspiciously Low Price
8718951259119,תחליב רחצה שקדים וחלב (₪4.98 ל-),Super-Pharm,4.98,7.49,Suspiciously Low Price
8718951273610,פה פלאקס כחול מנטה נשימה רעננה ללא אלכוהול,Super-Pharm,5.9,7.9,Suspiciously Low Price
8718951273610,פה פלאקס כחול מנטה נשימה רעננה ללא אלכוהול,Good Pharm,9.9,7.9,Suspiciously Low Price
8718951289833,מוצק שמני לומינוס שקדים וקמיליה * (₪6.92 ל-),Super-Pharm,6.92,8.46,Suspiciously Low Price
8718951314023,תחליב רחצה מועשר בתמציות אפרסק (₪3.85 ל-),Super-Pharm,3.85,9.425,Suspiciously Low Price
8718951370135,ג'ל רחצה ארומה סנסיישן גלואו משאבה (₪3.85 ל-),Super-Pharm,3.85,15.0,Suspiciously Low Price
8718951423558,BODY & MIND ג'ל רחצה מרגיע מועשר בתמציות קמומיל ושמנים (₪4.12 ל-),Super-Pharm,4.12,4.12,Suspiciously Low Price
8718951452572,ספורט 3 ב -1 לגוף לשיער ולפנים (₪3.85 ל-),Super-Pharm,3.85,15.0,Suspiciously Low Price
8718951492288,קולגייט משחת שיניים טוטאל קלין מינט,Super-Pharm,8.9,9.45,Suspiciously Low Price
8718951543874,תחליב רחצה לעור רגיש (₪3.85 ל-),Super-Pharm,3.85,15.0,Suspiciously Low Price
8718951561267,ידיים נטורלס חלב ודבש עם ויטמין E (₪4.63 ל-),Super-Pharm,4.63,9.9,Suspiciously Low Price
8718951561267,ידיים נטורלס חלב ודבש עם ויטמין E (₪4.63 ל-),Good Pharm,9.9,9.9,Suspiciously Low Price
8718951561922,ידיים אלוורה (₪4.63 ל-),Super-Pharm,4.63,7.265000000000001,Suspiciously Low Price
8718951561922,ידיים אלוורה (₪4.63 ל-),Good Pharm,9.9,7.265000000000001,Suspiciously Low Price
8718951618640,משחת שיניים טוטאל אוריגינל,Super-Pharm,8.9,9.45,Suspiciously Low Price
8718951646407,ג'ל רחצה ארומה סנסיישן להרגשה טובה עם תמציות מנגו (₪3.85 ל-),Super-Pharm,3.85,9.425,Suspiciously Low Price
8718951649460,רחצה פטל ואדמונית (₪3.85 ל-),Super-Pharm,3.85,3.85,Suspiciously Low Price
8718951650855,אג'קס ג'ל לשירותים עם אקונומיקה 3 ב- 1 (₪2.65 ל-),Super-Pharm,2.65,6.775,Suspiciously Low Price
8718951676404,ידיים אקווריום שקית מילוי (₪3.58 ל-),Super-Pharm,3.58,3.58,Suspiciously Low Price
8720181030222,ספריי אנטיפרספירנט גולד טמפטיישן (₪9.27 ל-),Super-Pharm,9.27,9.635,Suspiciously Low Price
8720181043093,ספריי גוף אפולו (₪9.27 ל-),Super-Pharm,9.27,10.0,Suspiciously Low Price
8720181045639,ספריי טלק סופט (₪9.93 ל-),Super-Pharm,9.93,11.9,Suspiciously Low Price
8720181046605,"דאודורנט ספריי אורגינל 150 מ""ל",Super-Pharm,9.93,11.9,Suspiciously Low Price
8720181090219,רחצה רימונים ותמצית פרח היביסקוס (₪3.85 ל-),Super-Pharm,3.85,9.425,Suspiciously Low Price
8720181201332,סבון מוצק גרגרים * (₪5.53 ל-),Super-Pharm,5.53,8.215,Suspiciously Low Price
8720181204111,ג'ל רחצה אפיק פרש (₪4.97 ל-),Super-Pharm,4.97,10.0,Suspiciously Low Price
8720181215513,רחצה קמומיל כחול (₪3.85 ל-),Super-Pharm,3.85,9.425,Suspiciously Low Price
8720181216268,רחצה פיסטוק ומגנוליה (₪3.85 ל-),Super-Pharm,3.85,9.425,Suspiciously Low Price
8720181222399,CARE BY NATURE תחליב רחצה תה ירוק מאצ'ה ופריחת הדובדבן (₪4.12 ל-),Super-Pharm,4.12,9.56,Suspiciously Low Price
8720181222672,"תחליב רחצה 750 מ""ל",Super-Pharm,4.12,15.0,Suspiciously Low Price
8720181222733,"תחליב רחצה 750 מ""ל",Super-Pharm,4.12,15.0,Suspiciously Low Price
8720181291869,ספריי טלקו (₪9.93 ל-),Super-Pharm,9.93,10.915,Suspiciously Low Price
8720181291890,ספריי בניחוח אלוורה ומי וורדים (₪9.93 ל-),Super-Pharm,9.93,9.93,Suspiciously Low Price
8720181446795,לחות עשירה + ויטמין E (₪5.47 ל-),Super-Pharm,5.47,10.185,Suspiciously Low Price
8720181446832,תלתלים משלמים (₪5.47 ל-),Super-Pharm,5.47,10.185,Suspiciously Low Price
8720181449239,תלתלים מושלמים (₪5.47 ל-),Super-Pharm,5.47,10.185,Suspiciously Low Price
8720182253156,דאב אל סבון מוצק מלפפונים ותה ירוק * (₪5.53 ל-),Super-Pharm,5.53,8.215,Suspiciously Low Price
8720182256850,סבון מוצק קלאסי * (₪5.53 ל-),Super-Pharm,5.53,8.215,Suspiciously Low Price
8720608019441,ליפטון - תה שחור 20 מעטפות,Good Pharm,7.9,7.9,Suspiciously Low Price
8720689012744,סופט מוצצים 6-18 חודשים לעור עדין (₪27.95 ליחידה),Super-Pharm,27.95,27.95,Suspected Unit Price (Keyword)
8720689012775,סופט מוצצים 0-6 חודשים לעור עדין (₪27.95 ליחידה),Super-Pharm,27.95,33.925,Suspected Unit Price (Keyword)
8720689012775,סופט מוצצים 0-6 חודשים לעור עדין (₪27.95 ליחידה),Be Pharm,39.9,33.925,Suspected Unit Price (Keyword)
8720689012799,סופט מוצצים 6-18 חודשים לעור עדין (₪27.95 ליחידה),Super-Pharm,27.95,27.95,Suspected Unit Price (Keyword)
8720689028066,סטארט מוצצי סיליקון 0-2 חודשים (₪27.95 ליחידה),Super-Pharm,27.95,27.95,Suspected Unit Price (Keyword)
8720689037457,אייר מוצצים +18 חודשים ליום וללילה (₪27.95 ליחידה),Super-Pharm,27.95,27.95,Suspected Unit Price (Keyword)
8720689037471,אייר מוצצים 6-18 חודשים ליום וללילה (₪27.95 ליחידה),Super-Pharm,27.95,27.95,Suspected Unit Price (Keyword)
8720847370815,קרם גוף (₪6.22 ל-),Super-Pharm,6.22,6.22,Suspiciously Low Price
8721200060107,Teimim Dutch Wafers וופל הולנדי (₪8.76 ל-),Super-Pharm,8.76,8.76,Suspiciously Low Price
87366105,מנטוס - סוכריות פאנטה בגליל 37.50 גרם,Good Pharm,4.5,4.5,Suspiciously Low Price
87366440,מנטוס ריינבו גליל בודד,Super-Pharm,3.9,4.2,Suspiciously Low Price
87366440,מנטוס ריינבו גליל בודד,Good Pharm,4.5,4.2,Suspiciously Low Price
8800261381342,Energy Passion Fruits משחקי הדיונון משקה אנרגיה בטעם פסיפלורה (₪6 ל-),Super-Pharm,6.0,6.0,Suspiciously Low Price
8800261381359,Energy Melon 500ml משחקי הדיונון משקה אנרגיה (₪6 ל-),Super-Pharm,6.0,6.0,Suspiciously Low Price
8801007055145,potato noodles איטריות בטטה קוריאניות (₪8.78 ל-),Super-Pharm,8.78,8.78,Suspiciously Low Price
8801043030434,Chupa Chups Chupa Chupa Sour Apple משקה צופה חמוץ בטעם תפוח (₪6.67 ל-),Super-Pharm,6.67,6.67,Suspiciously Low Price
8801043030465,Chupa Chups Chupa Chupa Sour lemon צופה משקה חמוץ בטעם לימון (₪6.67 ל-),Super-Pharm,6.67,6.67,Suspiciously Low Price
8801051313437,REACH - משחת שיניים מנטה מרענן 150 גרם,Good Pharm,9.9,9.9,Suspiciously Low Price
8801051313444,REACH - משחת שיניים מנטה קלאסי 150 גרם,Good Pharm,9.9,9.9,Suspiciously Low Price
8801051313468,REACH - משחת שיניים מנטה חזק 150 גרם,Good Pharm,9.9,9.9,Suspiciously Low Price
8801069411255,Chupa Chups Chupa Chupa - צ'ופה צ'ופה משקה תוסס בטעם מלון (‫₪4 ל-‬),Super-Pharm,4.0,4.0,Suspiciously Low Price
8809389032167,קוריאן ביוטי אסנס אלוורה,Be Pharm,9.0,9.5,Suspiciously Low Price
8809389032181,קוריאן ביוטי מלפפון,Be Pharm,9.9,9.95,Suspiciously Low Price
8809389032198,קוריאן ביוטי חלזונות,Be Pharm,9.9,9.9,Suspiciously Low Price
8809481762009,היימיש - מסקרה לנפח (₪8.33 ל-),Super-Pharm,8.33,8.33,Suspiciously Low Price
8809496771881,סו.קו דפי ספיגה להסרת שאריות שומן מהפנים,Super-Pharm,5.0,5.0,Suspiciously Low Price
8809732911460,מיקסון סבון מוצק על בסיס אורז 100גרם  Mixsoon Deep Foaming Rice Bar  100g,Kolbo Yehuda,79.05,79.05,Suspected Unit Price (Keyword)
8809738325278,מגבונים לניקוי הפנים מועשרים בפפטידים וויטמין E,Super-Pharm,9.9,9.9,Suspiciously Low Price
8850002006638,טלק עדין לתינוק (₪8.29 ל-),Super-Pharm,8.29,8.29,Suspiciously Low Price
8850006480854,ג'ל רחצה לומינוס מקדמיה (₪4.97 ל-),Super-Pharm,4.97,4.97,Suspiciously Low Price
8850006480878,ג'ל רחצה לומינוס קוקוס (₪4.97 ל-),Super-Pharm,4.97,4.97,Suspiciously Low Price
8850006481516,ידיים לומינוס מקדמיה (₪3.98 ל-),Super-Pharm,3.98,3.98,Suspiciously Low Price
8850006481530,ידיים לומינוס קוקוס (₪3.98 ל-),Super-Pharm,3.98,3.98,Suspiciously Low Price
8850006536322,AROMA SENSATIONS ג'ל רחצה לבנדר (₪4.12 ל-),Super-Pharm,4.12,15.0,Suspiciously Low Price
8850006536346,AROMA SENSATIONS ג'ל רחצה טוניק של בוקר (₪4.12 ל-),Super-Pharm,4.12,4.12,Suspiciously Low Price
8850006943595,ג'ל רחצה בניחוח שמן מקדמיה (₪4.12 ל-),Super-Pharm,4.12,15.0,Suspiciously Low Price
8850006950982,ידיים לומינוס שומר ים (₪3.98 ל-),Super-Pharm,3.98,3.98,Suspiciously Low Price
8850389103111,"סאפה - משקה אלוורה בטעם ענבים 300 מ""ל",Good Pharm,7.9,7.9,Suspiciously Low Price
8850389103159,"מוגו מוגו - ליצ'י עם חתיכות ג'לי קוקוס 320 מ""ל",Good Pharm,7.9,7.9,Suspiciously Low Price
8850389103166,Mango משקה בטעם מנגו עם חתיכות קוקוס (₪3.75 ל-),Super-Pharm,3.75,3.75,Suspiciously Low Price
8850389104637,"סאפה - משקה אלוורה בטעם אפרסק 300 מ""ל",Good Pharm,7.9,7.9,Suspiciously Low Price
8850389106273,Pair משקה בטעם אגס עם חתיכות ג'ל קוקוס (₪3.75 ל-),Super-Pharm,3.75,3.75,Suspiciously Low Price
8850389110980,Apple משקה בטעם תפוח עם חתיכות ג'ל קוקוס (₪3.75 ל-),Super-Pharm,3.75,3.75,Suspiciously Low Price
8850389111352,מוגו מוגו משקה בטעם מלון עם חתיכות ג'לי קוקוס,Good Pharm,7.9,7.9,Suspiciously Low Price
8850389112878,Passion Fruit משקה בטעם פסיפלורה עם חתיכות ג'ל קוקוס (₪3.75 ל-),Super-Pharm,3.75,3.75,Suspiciously Low Price
8850632604259,יוגטה - חספוסים מקלות תות 50 גרם,Good Pharm,4.9,4.9,Suspiciously Low Price
8850632604266,יוגטה - חספוסים קולה 50 גרם,Good Pharm,4.9,4.9,Suspiciously Low Price
8850632604372,יוגטה חמוץ שטיח תות שדה,Good Pharm,4.9,4.9,Suspiciously Low Price
8850632604402,יוגטה - חספוסים מעורב כחול 50 גרם,Good Pharm,4.9,4.9,Suspiciously Low Price
8850632605201,יוגטה - חספוסים מעורב כתום 50 גרם,Good Pharm,4.9,4.9,Suspiciously Low Price
8850632606390,יוגטה - חספוסים אבטיח 50 גרם,Good Pharm,4.9,4.9,Suspiciously Low Price
8850851700381,טוליפס ספוג לתינוק רך במיוחד - תכלת,Be Pharm,8.18,8.18,Suspiciously Low Price
887167327665,DAY WEAR קרם עיניים,Super-Pharm,1200.0,135.0,Potential Pricing Error
887167425958,LAUDER PERFECTIONIST PRO ג'ל מיימי להגנה מקיפה מקרני UV- עם שמונה נוגדי חמצון SPF50 (₪600 ל-),Super-Pharm,600.0,135.0,Potential Pricing Error
887167485471,"LAUDER ADVANCED NIGHT REPAIR סרום מתקדם (₪1,300 ל-)",Super-Pharm,1300.0,292.5,Potential Pricing Error
887167588509,"LAUDER ADVANCED NIGHT REPAIR קרם עיניים (₪2,400 ל-)",Super-Pharm,2400.0,270.0,Potential Pricing Error
8888826016564,אורל בי - מברשת שיניים קלאסיק אולטרא קלין,Good Pharm,5.0,5.0,Suspiciously Low Price
8901138712280,הימלאיה - משחת שיניים הגנה מושלמת 40 גרם,Good Pharm,5.9,5.9,Suspiciously Low Price
8901314116079,מברשת שיניים ילדים ברבי,Good Pharm,7.9,11.05,Suspiciously Low Price
8901314542045,קולגייט - מברשת שיניים לילדים 2+,Good Pharm,6.9,6.9,Suspiciously Low Price
8901571011018,מברשות שיניים סנסודיין,Be Pharm,5.0,11.95,Suspiciously Low Price
8906008239591,תחתונים סופגים פרינדס M להרטבה כבדה במיוחד (₪4.93 ליחידה),Super-Pharm,4.93,36.965,Suspected Unit Price (Keyword)
8906008239591,תחתונים סופגים פרינדס M להרטבה כבדה במיוחד (₪4.93 ליחידה),Good Pharm,69.0,36.965,Suspected Unit Price (Keyword)
8906008239607,תחתונים סופגים פרינדס L להרטבה כבדה במיוחד (₪4.93 ליחידה),Super-Pharm,4.93,36.965,Suspected Unit Price (Keyword)
8906008239607,תחתונים סופגים פרינדס L להרטבה כבדה במיוחד (₪4.93 ליחידה),Good Pharm,69.0,36.965,Suspected Unit Price (Keyword)
8906008239614,תחתונים סופגים פרינדס XL להרטבה כבדה במיוחד (₪4.93 ליחידה),Super-Pharm,4.93,36.965,Suspected Unit Price (Keyword)
8906008239614,תחתונים סופגים פרינדס XL להרטבה כבדה במיוחד (₪4.93 ליחידה),Good Pharm,69.0,36.965,Suspected Unit Price (Keyword)
8906064282883,דנימה - עוגיות בטעם חמאה קופסאת פח אדומה 114 גרם,Good Pharm,6.0,6.0,Suspiciously Low Price
8906064283408,דניש סטייל - עוגיות בטעם חמאה 114 גרם,Good Pharm,6.9,6.9,Suspiciously Low Price
8935001714514,Teimim Chupa Chupa - צ'ופה צ'ופה חמוצים 160 (₪9.38 ל-),Super-Pharm,9.38,9.38,Suspiciously Low Price
895881002126,סכיני גילוח חד פעמית 12 (₪1.25 ליחידה),Super-Pharm,1.25,1.25,Suspected Unit Price (Keyword)
895881002133,סכיני גילוח חד פעמית (₪1.04 ליחידה),Super-Pharm,1.04,1.04,Suspected Unit Price (Keyword)
8991111101408,ג'ונסון - טלק 50 גרם,Good Pharm,7.9,7.9,Suspiciously Low Price
9000100760591,רול און לגבר אינוויזיבל פאוואר (‫₪31.80 ל-‬),Super-Pharm,31.8,10.0,Potential Pricing Error
9000100806657,רול און ספורט אינויזיבל פאוור (₪31.80 ל-),Super-Pharm,31.8,10.0,Potential Pricing Error
9000101303025,קאצ'ר דפים לוכדי צבע למכונת כביסה 40 דפים (₪0.82 ליחידה),Super-Pharm,0.82,0.82,Suspected Unit Price (Keyword)
9001395126017,סנטה בודד 60 גרם,Super-Pharm,6.9,6.9,Suspiciously Low Price
9001616201950,מוצץ לטקס 6+ תכלת (₪27.45 ליחידה),Super-Pharm,27.45,27.45,Suspected Unit Price (Keyword)
9001616202100,סיליקון 6+ (₪27.45 ליחידה),Super-Pharm,27.45,38.9,Suspected Unit Price (Keyword)
9001616202100,סיליקון 6+ (₪27.45 ליחידה),Be Pharm,38.9,38.9,Suspected Unit Price (Keyword)
9001616202100,סיליקון 6+ (₪27.45 ליחידה),Good Pharm,38.9,38.9,Suspected Unit Price (Keyword)
9001616202117,לאהבה מוצץ סיליקון 0-6 תכלת (₪27.45 ליחידה),Super-Pharm,27.45,38.9,Suspected Unit Price (Keyword)
9001616202117,לאהבה מוצץ סיליקון 0-6 תכלת (₪27.45 ליחידה),Be Pharm,38.9,38.9,Suspected Unit Price (Keyword)
9001616202117,לאהבה מוצץ סיליקון 0-6 תכלת (₪27.45 ליחידה),Good Pharm,38.9,38.9,Suspected Unit Price (Keyword)
