retailer_product_id,barcode,product_name,original_retailer_name,current_price,pack_size,normalized_price,store_id,can_normalize
3048,8700216614252,בייבי דריי פנטס מפרץ ההרפתקאות מכנסונים מידה 4 9- (₪1.56 ליח,פמפרס מפרץ ההרפתקאות פנטס מידה 4 25 יח,1.56,25.0,39.0,52001,True
3057,7290118202141,מיקרופייבר לרצפה זוג (₪8.95 ליחידה),סאנדיי 2 מטליות מיקרופייבר לרצפה,8.95,2.0,17.9,52001,True
3086,7290119919918,גפן רגיל מארז זוג (₪5.95 ל-),לייף זוג צמר גפן רגיל 100 גרם,5.95,2.0,11.9,52001,True
3095,9001616203350,לבקבוק זרימה איטית (₪22.45 ליחידה),מאם זוג פטמות מס 1 זרימה איטית,22.45,2.0,44.9,52001,True
3122,7046110030608,ג'ורדן מברשת שיניים טרגט סנסיטיב אריזת זוג (₪12.45 ליחידה),גורדן זוג מברשות שיניים טרגט סנסיטיב,12.45,2.0,24.9,52001,True
3158,8700216596633,בייבי דריי פנטס מכנסונים מידה 4 9- (₪1.50 ליחידה),פמפרס בייבי דריי פנטס מידה 4 42 יח,1.5,42.0,63.0,52001,True
3213,7290108352214,לכביסה FRESH BREEZE 40 קפסולות (₪0.90 ליחידה),קפסולות לכביסה FRESH BREEZE 40 יח,0.9,40.0,36.0,52001,True
3335,4008600284918,מוצצים מיקי מאוס לגילאי 0-6 חודשים (₪22.95 ליחידה),נוק זוג מוצץ סיליקון דיסני מיקי 0-6 שחור,22.95,2.0,45.9,52001,True
3362,7290109314860,בייביז רפידות הנקה לבנות (₪0.56 ליחידה),לייף בייביז רפידות הנקה 50 יח לבן,0.56,50.0,28.000000000000004,52001,True
3372,8700216420273,פרימיום אריזת התנסות מידה 1 2- (₪0.97 ליחידה),פמפרס פרימיום חיתולים שלב 1 א.נשיאה 26יח,0.97,26.0,25.22,52001,True
3414,7290109923185,הפלא לאסלה - בניחוח ורדים 8 טבליות (₪2.49 ליחידה),אסטוניש טבליות הפלא לאסלה- ורדים,2.49,8.0,19.92,52001,True
3442,7290114965538,בייביז דריי פרוטקט חיתולים מידה 4+ (₪0.84 ליחידה),בייביז דריי פרוטקט חיתולים מידה 4+ 31 יח,0.84,31.0,26.04,52001,True
3551,8006540848036,SENSITIVE CLEAN ראשים למברשת חשמלית (₪27.74 ליחידה),אורל בי ראש חשמלי סנסיטיב 8 יחידות,27.74,8.0,221.92,52001,True
3562,7290108451153,DENTAL ראשים למברשת שיניים לילדים-ספיידרמן אריזת זוג (₪10.95,לייף מארז זוג ראשים למברשת לילדים-ספיידר,10.95,2.0,21.9,52001,True
3630,7046110052532,ג'ורדן חוט דנטלי מולטי אקשן 25 מטר (₪0.96 ל-1 מטר),גורדן חוט דנטלי מולטי אקשן,0.96,25.0,24.0,52001,True
3650,7290114964715,שעווה להסרת שיער מהפנים מועשרות בקמומיל 12 רצועות (₪2.07 ליח,לייף רצועות שעווה לפנים קמומיל 12 יח,2.07,12.0,24.839999999999996,52001,True
3657,7290114965408,שיניים וחניכיים רגישות HIGH DENSITY זוג (₪10.95 ליחידה),לייף זוג מברשות HIGH DENSITY,10.95,2.0,21.9,52001,True
3694,7290114968737,ראשים פחם אוניברסלי זוג (₪19.95 ליחידה),לייף מארז זוג ראשים פחם אוניברסלי,19.95,2.0,39.9,52001,True
3704,5713795210015,מוצץ לטקס מידה 1 COLOUR זוג (₪39.95 ליחידה),BIBS מוצץ לטקס מידה 1 COLOUR ורוד שמנת,39.95,2.0,79.9,52001,True
3754,7702018459445,ג'ילט פיוז'ן פאוור מחסנית סכיני גילוח רב פעמיים 12 סכינים (₪,גילט פיוזן פאוור סכיני גילוח 12 יחידות,16.82,12.0,201.84,52001,True
3793,7290000197463,פרידום דריי חיתולים מידה 4+ 10- (₪1.36 ליחידה),האגיס פרידום דריי שלב 4+          36  יח,1.36,36.0,48.96,52001,True
3816,7290118208204,גילוח חד פעמיים 3 להבים לגבר (₪5.47 ליחידה),לייף סכינים חדפ 3 להבים 4 יח לגבר,5.47,4.0,21.88,52001,True
3894,5901691888388,מוצצי סיליקון מהדורת פריחת אביב 0-3 כחול זוג (₪29.95 ליחידה),לאבי זוג מוצצי סיליקון פריחת אביב 0-3 כח,29.95,2.0,59.9,52001,True
3923,7290114965187,לתותבות (₪0.85 ליחידה),לייף טבליות לתותבות 40 יחידות,0.85,40.0,34.0,52001,True
3927,7290106959286,DENTAL מברשת שיניים פרו אינטרדנטלי סופט מארז שלישייה (₪8.97 ,לייף מברשת פרו אינטרדנטל שלישיה,8.97,3.0,26.910000000000004,52001,True
4047,7350075691393,HUMBLE קיסמי שיניים חוט דנטלי כפול עם ידית - תירס (₪0.44 ליח,THE HUMBLE קיסמי חוט דנטלי תירס 36 יח,0.44,36.0,15.84,52001,True
4085,8700216350396,אקטיב בייבי דריי חיתולים בייבי דריי מידה 5 11- (₪1.59 ליחידה,פמפרס בייבי דריי מידה 5  27 יחידות,1.59,27.0,42.93,52001,True
4104,7290119913923,מארז סכיני גילוח רב פעמיים 5 להבים (₪11.24 ליחידה),לייף מוסטאנג מארז 8 סכינים רב פעמי 5 להב,11.24,8.0,89.92,52001,True
4135,7290000187938,PURE נייר טואלט דו שכבתי בגוון פסטל - 150 דף בגליל במקום 155,לילי PURE פסטל נ.ט. 32 גלילים,9.22,100.0,922.0000000000001,52001,True
4157,8718951144064,שיניים לחניכים רגישות פרודונט אקספרט מארז זוג (₪20.45 ליחידה,מרידול מברשת שיניים פרדונט אקספרט זוג,20.45,2.0,40.9,52001,True
4265,7290114965545,בייביז דריי פרוטקט חיתולים מידה 5 (₪0.86 ליחידה),בייביז דריי פרוטקט חיתולים מידה 5 30 יח,0.86,30.0,25.8,52001,True
4271,8006540156513,חיתולים מידה 1 2- (₪1.16 ליחידה),פמפרס הרמוני חיתולים שלב 1 50 יח,1.16,50.0,57.99999999999999,52001,True
4281,7290108359282,סנו סופט פרימיום נייר טואלט 4 שכבות עבה ורך במיוחד 18 גלילים,סנו סופט פרימיום בעל 4 שכבות 18 גלילים,42.9,100.0,4290.0,3668073,True
4317,7290111598883,איכותיות הנשלפות בקלות לניקוי ולניגוב מגוון משטחים 30 מטליות,סאנדיי מטליות לשיש 30 יחידות אריזת חסכון,1.33,30.0,39.900000000000006,52001,True
4359,9001616825125,מוצצים סיליקון 6+ צבעי מאט ליום וללילה ליום + 1 יחידה זוהר ב,מאם 3 מוצצים יום+לילה 6+ אפור תכלת לבן,21.63,1.0,21.63,52001,True
4380,7290119912131,לושן רך במיוחד מארז שלישייה (₪5.63 ליחידה),לייף טישו לושן רך במיוחד מארז שלישייה,5.63,3.0,16.89,52001,True
4412,8700216891134,פרימיום חיתולים מידה 2 (₪1.25 ליחידה),פמפרס פרימיום חיתולים שלב 2 39 יח,1.25,39.0,48.75,52001,True
4457,7290111346811,EXCLUSIVE COMFORT נייר טואלט 3 שכבות מרופדות 32 גלילים (₪11.,לילי אקסלוסיב קומפורט לבן נ.ט. 32 גלילים,11.11,100.0,1111.0,52001,True
4486,8426420082785,זוהרים בחושך 0-6 חודשים - ארנב ורוד זוג (₪25.45 ליחידה),זוג מוצצים זוהר בחושך 0-6 חודשים ארנב,25.45,2.0,50.9,52001,True
4533,7290121161503,פרי חטיף בוטנים ושקדים קראנצ'י עם חמוציות ושוקולד מריר* (₪16,פרי חטיף בוטנים שקדים וחמוציות 4 יחידו,16.36,4.0,65.44,52001,True
4642,7290108352641,מיקרופייבר לניקוי כללי מארז שלישייה (₪5.30 ליחידה),סנו סושי מטלית פלא לניקוי כללי שלישייה,5.3,3.0,15.899999999999999,52001,True
4645,7290108450033,בייביז חטיף אורז אפוי בטעם טבעי לתינוקות 6+ חודשים - זוג חטי,לייף בייביז חטיף אורז אפוי בטעם טבעי 50,31.8,2.0,63.6,52001,True
4661,8700216596725,"בייבי דריי פנטס מכנסונים מידה 7 15+ ק""ג (₪2.17 ליחידה)",פמפרס בייבי דריי פנטס מידה 7 29 יח,2.17,29.0,62.93,52001,True
4667,7290115340167,קפסולות סרום עיניים 70 קפסולות (₪3.60 ליחידה),פרפייס קפסולות סרום עיניים (70),3.6,70.0,252.0,52001,True
4691,5713795198917,מוצץ לטקס מידה 1 COLOUR זוג (₪39.95 ליחידה),BIBS מוצץ לטקס מידה 1 COLOUR כחול תכלת,39.95,2.0,79.9,52001,True
4707,3034250007813,כיס טישו מארז (₪1.41 ליחידה),קלינקס טישו אורגינל ממחטות כיס 12 יח,1.41,12.0,16.919999999999998,52001,True
4733,8006540847855,PRO CROSS ACTION ראשים למברשת חשמלית (₪27.74 ליחידה),אורל בי ראש חשמלי פרו קרוס אקשן 8 יחידות,27.74,8.0,221.92,52001,True
4744,7290014331457,ג'ורדן מברשת שיניים לגילאי 0-2 שנים 2 מברשות (₪10.45 ליחידה),גורדן זוג מברשות שיניים לתינוקות0-2 כחול,10.45,2.0,20.9,52001,True
4799,3380810463170,"DOUBLE SERUM דאבל סרום לעיניים (₪2,335 ל-)",קלרינס דאבל סרום לעיניים 20 מל,2335.0,2.0,4670.0,52001,True
4824,9312931720300,הזנה מושלמת מחסנית סכיני גילוח רב פעמיים לנשים (₪14.97 ליחיד,שיק אינטואישן נשים סכיני גילוח שלישייה,14.97,3.0,44.910000000000004,52001,True
4856,9001616705335,מס' 0 ניו בורן זרימה איטית במיוחד (₪22.45 ליחידה),מאם זוג פטמות מס 0 ניו בורן,22.45,2.0,44.9,52001,True
4892,5713795220878,פיטמות לטקס לבקבוק - זרימה בינונית זוג (₪22.45 ליחידה),BIBS זוג פיטמות לטקס לבקבוק -זרימה בינונ,22.45,2.0,44.9,52001,True
4903,783495578680,5 הומנפלורה 53 זני פרוביוטיקה 15 כמוסות (₪19.66 ליחידה),קטגורי 5 הומנפלורה 53 זני פרוביוטיקה,19.66,15.0,294.9,52001,True
4926,7290120930346,לייף מסכות פנים רפואיות פריים-שילד מבד היפואלרגני (₪0.60 ליח,לייף מסכות פנים רפואיות פריים-שילד 50 יח,0.6,50.0,30.0,52001,True
4993,7290112006004,שעווה מוכנות לשימוש לפנים לעור רגיש (₪2.02 ליחידה),ויט רצועות שעווה לפנים לעור רגיש 40 יח,2.02,40.0,80.8,52001,True
5040,9001616203367,מס' 2 זרימה בינונית (₪22.45 ליחידה),מאם זוג פטמות מס 2 זרימה בינונית,22.45,2.0,44.9,52001,True
5051,9001616203305,סיליקון X למזון מהיר (₪22.45 ליחידה),מאם זוג פטמות X למזון סמיך,22.45,2.0,44.9,52001,True
5069,4891228313920,גילוח חד פעמיים לעיצוב שיער הפנים לגבר (₪8.30 ליחידה),שיק סכין לעיצוב שיער הפנים לגבר 3 יחידות,8.3,3.0,24.900000000000002,52001,True
5111,8718951187115,שיניים לילדים בגילאי 3-6 אריזת זוג (₪14.45 ליחידה),אלמקס זוג מברשות שיניים לילדים 3-6,14.45,2.0,28.9,52001,True
5141,5029053538426,ליטל סווימרס בגד-ים חד פעמי 12- מידה L (₪4.08 ליחידה),האגיס חיתולי שחיה 11 יחידות L,4.08,11.0,44.88,52001,True
5241,8710103985105,נטורל ריספונס +0M שלב 2 זוג (₪25.45 ליחידה),אוונט נטורל ריספונס זוג פטמות +0M שלב 2,25.45,2.0,50.9,52001,True
5324,5901691853836,מוצצי סיליקון מהדורת הרמוניה 3-6 חום זוג (₪29.95 ליחידה),לאבי זוג מוצצי סיליקון הרמוניה 3-6 חום,29.95,2.0,59.9,52001,True
5362,7610458017623,טייפ חוט דנטלי מטפלון 1762 20 מטר (₪1.90 ל-1 מטר),פארו סרט דנטלי מטפלון 1762,1.9,20.0,38.0,52001,True
5394,7290113850149,לייף לייף קידס תחתונים להרטבת לילה לילדים בוגרים L (₪3.69 לי,לייף קידס חיתולי לילה 9 יחידות L,3.69,9.0,33.21,52001,True
5395,5713795220861,פיטמות לטקס לבקבוק - זרימה איטית זוג (₪22.45 ליחידה),BIBS זוג פיטמות לטקס לבקבוק -זרימה איטית,22.45,2.0,44.9,52001,True
5455,7290111600517,ידיים נוזלי אל סבון זוג כחול- תכלת אריזת זוג (₪1.59 ל-),לייף זוג סבוני ידיים 500 מל כחולים,1.59,2.0,3.18,52001,True
5546,5713795259724,סטודיו מוצץ לטקס מידה 1 SKY BLUE MIX זוג (₪39.95 ליחידה),BIBS מוצצי לטקס מידה 1 SKY BLUE MIX,39.95,2.0,79.9,52001,True
5575,7613035829831,בקבוקים ופטמות מוכנים לשימוש שלב 1 (₪8.52 ל-),מטרנה מארז 6 בקבוקים שלב 1 מוכנים לשימוש,8.52,6.0,51.12,52001,True
5576,4008600429647,מוצצים פו הדב לגילאי 6-18 חודשים (₪22.95 ליחידה),נוק זוג מוצצי סיליקון פו הדב 6-18 אפור-ל,22.95,2.0,45.9,52001,True
5613,7290108357653,סבון ג'ל לאסלה בניחוח אוקינוס (₪5.97 ליחידה),סנובון באבלס בניחוח אוקינוס 3 יחידות,5.97,3.0,17.91,52001,True
5676,8700216891011,פרימיום חיתולים מידה 6 (₪2.22 ליחידה),פמפרס פרימיום חיתולים שלב 6 22 יח,2.22,22.0,48.84,52001,True
5713,7290113826007,בייביז מוצצים 6-18 AIRFLOW ורוד גיבורי על אריזת זוג (₪17.45 ,לייף זוג מוצצים 6-18 AIRFLOW ורוד גיבורי,17.45,2.0,34.9,52001,True
5721,7290118203971,לייף N שיעול MD לכסניות בטעם תפוז וג'ינג'ר לסיוע בהקלה על מי,לייף N שיעול סוכריות ג'ינג'ר-תפוז 20 יח,0.99,20.0,19.8,52001,True
5795,4015400536857,פרימיום חיתולים ניו בייבי מידה 0 - ומעלה אריזת נשיאה (₪0.80 ,פמפרס פרימיום חיתולים שלב 0 א.נשיאה 30יח,0.8,30.0,24.0,52001,True
5796,7290019927228,רחצה ושמפו קלנדולה לתינוק מארז זוג* (₪34.98 ל-),וולדה תחליב רחצה ושמפו קלנדולה תינוק זוג,34.98,2.0,69.96,52001,True
5816,0651080153515,חוט דנטלי עם ידית לשימוש רב פעמי לילדים (₪0.56 ליחידה),פלקרס חוט דנטלי לילדים 30 יח,0.56,30.0,16.8,52001,True
5830,7290118209065,מארז סכיני גילוח רב פעמיים 5 להבים (₪11.24 ליחידה),לייף מוסטאנג מארז 8 סכינים רב פעמי 5 להב,11.24,8.0,89.92,52001,True
5853,5713795259717,סטודיו מוצץ לטקס מידה 1 SAGE MIX זוג (₪39.95 ליחידה),BIBS מוצצי לטקס מידה 1 SAGE MIX,39.95,2.0,79.9,52001,True
5861,4008600429678,מוצצים פו הדב לגילאי 0-6 חודשים (₪22.95 ליחידה),נוק זוג מוצצי סיליקון פו הדב 0-6 אפור-לב,22.95,2.0,45.9,52001,True
5905,7290000262413,אקסטרה קר חיתולים מידה 5 12- (₪1.90 ליחידה),האגיס אקסטרה קר מידה 5          30 יח,1.9,30.0,57.0,52001,True
5954,8700216596701,בייבי דריי פנטס מכנסונים מידה 5 11- (₪1.70 ליחידה),פמפרס בייבי דריי פנטס מידה 5 37 יח,1.7,37.0,62.9,52001,True
5981,5029053574110,פול אפס תחתוני גמילה סופגים ליום - לבנים ולבנות מידה 6 15+ ק,האגיס פול אפס תח.גמילה יום יוניסקס 20 יח,2.79,20.0,55.8,52001,True
5992,4008600384489,מוצצים סיגנטור לגילאי 6-18 חודשים (₪22.95 ליחידה),נוק זוג מוצצי סיליקון סיגנטור 6-18 כחול,22.95,2.0,45.9,52001,True
6031,7290015424882,TO GO היפואלרגני PH3.5 20 מגבונים באריזה אישית (₪0.80 ליחידה,פמינה מגבונים אינטימיים 20 יח TO GO,0.8,20.0,16.0,52001,True
6050,8700216891035,פמפרס פמפרס פרימיום חיתולים מידה 7 (₪2.45 ליחידה),פמפרס פרימיום חיתולים שלב 7 20 יח,2.45,20.0,49.0,52001,True
6054,5410103161518,L'OREAL PARIS TRIPLE ACTIVE קרם לחות לפנים לעור רגיל ומעורב ,לוריאל פעולה משולשת רגיל מעור,106.0,3.0,318.0,52001,True
6081,5713795120406,מוצץ לטקס מידה 2 COLOUR זוג (₪39.95 ליחידה),BIBS מוצץ לטקס מידה 2 COLOUR ורוד,39.95,2.0,79.9,52001,True
6083,7290004731472,אל סבון קטיפתי מארז שלישייה (₪1.39 ל-),כיף אלסבון צבעוני שלישיה,1.39,3.0,4.17,52001,True
6155,7290014331624,ג'ורדן מארז מברשת שיניים לילדים 3-5 שנים (₪10.45 ליחידה),גורדן מארז זוג מב.שיניים לילדים 3-5 כחול,10.45,2.0,20.9,52001,True
6194,8700216363228,אקטיב בייבי דריי חיתולים בייבי דריי מידה 4 9- (₪1.38 ליחידה),פמפרס בייבי דריי מידה 4  31 יחידות,1.38,31.0,42.779999999999994,52001,True
6273,7290118202868,לניקוי כללי וחיטוי אמבטיה * (₪0.14 ליחידה),סאנדיי זוג אריזות מגבונים לניקוי כללי,0.14,2.0,0.28,52001,True
6287,5713795259694,סטודיו מוצץ לטקס מידה 1 IVORY VANILLA MIX זוג (₪39.95 ליחידה,BIBS מוצצי לטקס מידה 1 IVORY VANILLA MIX,39.95,2.0,79.9,52001,True
6321,7290010222759,קפאין C1 מארז 3 בקבוקים - כל אחד (₪16.80 ל-),אלפסין שמפו קפאין C1 מארז שלישייה,16.8,3.0,50.400000000000006,52001,True
6323,4008600284871,מוצצים מיקי מאוס לגילאי 6-18 חודשים (₪22.95 ליחידה),נוק זוג מוצצי סיליקון מיקי 6-18 שחור,22.95,2.0,45.9,52001,True
6333,7290106959293,DENTAL מברשת שיניים קומפורט וויט סופט-מדיום זוג (₪10.95 ליחי,לייף מברשת שיניים קומפורט ווייט זוג,10.95,2.0,21.9,52001,True
6351,7046110070192,ג'ורדן מברשת שיניים קלין סמייל אריזת שלישייה (₪4.97 ליחידה),גורדן שלישייה מברשות שיניים קלין סמייל,4.97,3.0,14.91,52001,True
6367,7046110052686,ג'ורדן חוט דנטלי מנטה יומי 50 מטר (₪0.28 ל-1 מטר),גורדן חוט דנטלי מנטה יומי 50 מטר,0.28,50.0,14.000000000000002,52001,True
6385,3014260280772,חוט דנטלי מנטה עם שעווה 50 מטר (₪0.46 ל-1 מטר),אורל בי חוט דנטלי מנטה,0.46,50.0,23.0,52001,True
6401,7290108353402,שיניים עם סיבי פחם דקים במיוחד לניקוי עמוק ויסודי אקסטרא סופ,אורביטול זוג מברשות שיניים סיבי פחם,10.45,2.0,20.9,52001,True
6427,7290014059184,לניקוי שיניים תותבות 36 טבליות (₪1 ליחידה),קורגה טבליות 36 בקופסא,1.0,36.0,36.0,52001,True
6450,9001616203626,לבקבוק זרימה מהירה (₪22.45 ליחידה),מאם זוג פטמות מס 3 זרימה מהירה,22.45,2.0,44.9,52001,True
6490,5713795110438,מוצץ לטקס מידה 1 COLOUR זוג (₪39.95 ליחידה),BIBS מוצץ לטקס מידה 1 COLOUR שמנת ירוק,39.95,2.0,79.9,52001,True
6541,7290111346828,EXCLUSIVE COMFORT נייר טואלט 3 שכבות מרופדות 32 גלילים (₪11.,לילי אקסלוסיב קומפורט ורוד נ.ט. 32 גלילי,11.11,100.0,1111.0,52001,True
6571,7290106955950,גומי רב פעמיות לניקיון L-XL זוג כפפות (₪3.95 ליחידה),סאנדיי כפפות L-XL,3.95,2.0,7.9,52001,True
6599,8006540156551,חיתולים מידה 2 4- (₪1.48 ליחידה),פמפרס הרמוני חיתולים שלב 2 39 יח,1.48,39.0,57.72,52001,True
6601,5713795229284,מוצץ לטקס מידה 1 BOHEME זוג (₪39.95 ליחידה),BIBS מוצץ לטקס מידה 1 BOHEME ורוד,39.95,2.0,79.9,52001,True
6604,7046110064078,ג'ורדן INDIVIDUAL קלין מברשת השיניים המותאמת לכל אחד (₪15.45,גורדן מארז זוג מברשת אינדיבידואל קלין,15.45,2.0,30.9,52001,True
6612,0036000183399,ליטל סווימרס בגד-ים חד פעמי 7- מידה S/M (₪3.74 ליחידה),האגיס חיתולי שחיה 12 יחידות S,3.74,12.0,44.88,52001,True
6628,7290109318356,לייף לייף בייביז סדיניות לילה חד פעמיות למניעת הרטבת המזרן ל,לייף סדיניות לילדים לשמירה על הסדין 10יח,2.99,10.0,29.900000000000002,52001,True
6663,5010622005012,חוט דנטלי ללא שעווה 50 מטר (₪0.46 ל-1 מטר),אורל בי חוט דנטלי,0.46,50.0,23.0,52001,True
6686,8700216891103,פרימיום חיתולים מידה 5 (₪2.04 ליחידה),פמפרס פרימיום חיתולים שלב 5 24 יח,2.04,24.0,48.96,52001,True
6774,7290118208952,דנטלי עם שעווה בטעם מנטה עם מראה 40 מטר (₪0.50 ל-1 מטר),חוט דנטלי עם שעווה בטעם מנטה 40מ עם מראה,0.5,40.0,20.0,52001,True
6849,7290114964807,Dental ראשי החלפה למברשת שיניים חשמלית (₪10.95 ליחידה),לייף זוג ראשים למברשת חשמלית-ירוק,10.95,2.0,21.9,52001,True
6850,7290012071690,"ד""ר פישר אלכוג'ל אלכו-ג'ל מגבונים לניקוי וחיטוי משטחים 20 מג",אלכוויפס מגבונים לניקוי וחיטוי משטחים,0.75,20.0,15.0,52001,True
6856,4891228316877,מחסנית סכיני דרמפלנינג 3 סכינים (₪20.30 ליחידה),שיק אינטואישן דרמגלואו מארז 3 סכינים,20.3,3.0,60.900000000000006,52001,True
6917,7290114966764,לייף ויטמין D + C + אבץ 100 כמוסות (₪0.71 ליחידה),לייף ויטמין D + C + אבץ 100 כמוסות,0.71,100.0,71.0,52001,True
6941,8017331058329,מברשת לרווחים צרים (₪0.72 ליחידה),ביוריפייר קיסם מברשת לרווחים צרים 40 יח,0.72,40.0,28.799999999999997,52001,True
7049,8700216890984,פרימיום חיתולים מידה 3 (₪1.53 ליחידה),פמפרס פרימיום חיתולים שלב 3 32 יח,1.53,32.0,48.96,52001,True
7083,8700216302227,ראשי מילוי למברשת שיניים חשמלית לילדים מלך האריות אריזת שמינ,אורל בי ראש חשמלי לילדים מלך האריות 8 יח,27.74,8.0,221.92,52001,True
7098,9001616804571,לבקבוק יום ולילה ורוד (₪21.45 ליחידה),מאם זוג ידיות לבקבוק יום ולילה ורוד,21.45,2.0,42.9,52001,True
7128,8693495051255,שיניים סלים סופט זהב לניקוי עדין ועמוק מארז זוג (₪20.45 ליחי,קולגייט מברשת סלים סופט זוג זהב,20.45,2.0,40.9,52001,True
7202,7290113840768,טישו בתוספת לחות חמישייה (₪3.18 ליחידה),לייף מארז 5 טישו במבו בתוספת לחות 40 יח,3.18,5.0,15.9,52001,True
7208,7290118201090,קוביה במבו 3 שכבות (₪0.13 ליחידה),לייף טישו קוביה במבו 60 יחידות 3 שכבות,0.13,60.0,7.800000000000001,52001,True
7216,7290113826014,בייביז מוצצים 6-18 AIRFLOW כחול גיבורי על אריזת זוג (₪17.45 ,לייף זוג מוצצים 6-18 AIRFLOW כחול גיבורי,17.45,2.0,34.9,52001,True
7228,7290108450057,בייביז חטיף אורז אפוי בטעם בננה לתינוקות 6+ חודשים - זוג חטי,לייף חטיף אורז אפוי בטעם בננה לתינוקות 6,31.8,2.0,63.6,52001,True
7254,7290111592584,בייביז שקיות לאחסון חלב אם והקפאת חלב (₪1.12 ליחידה),לייף בייביז שקיות לאחסון חלב אם 50 יח,1.12,50.0,56.00000000000001,52001,True
7314,783495578659,5 לקטופר - גליקופרוטאין 30 כמוסות (₪7.50 ליחידה),קטגורי 5 לקטופר - גליקופרוטאין,7.5,30.0,225.0,52001,True
7325,7290120665637,לייף מסכות פנים כחולות-מארז (₪0.28 ליחידה),מסכות פנים כחולות-מארז 50,0.28,50.0,14.000000000000002,52001,True
7328,7290014331600,ג'ורדן מברשת שיניים לגילאי 0-2 שנים 2 מברשות (₪10.45 ליחידה),גורדן זוג מברשות שיניים לתינוקות0-2 ורוד,10.45,2.0,20.9,52001,True
7335,4008600384427,סיגנטור 6-18 חודשים ורוד (₪22.95 ליחידה),נוק זוג מוצצים סיגנטור 6-18 חודשים ורוד,22.95,2.0,45.9,52001,True
7338,7290012823602,נייר טואלט לבן 32 גלילים (₪6.26 ל-100 מטר),סנו סופט נייר טואלט 32 גלילים לבן,6.26,100.0,626.0,52001,True
7344,8710103989745,בקבוק נטורל ריספונס זוג (₪55.45 ליחידה),אוונט זוג בקבוק נטורל ריספונס 260 מל,55.45,2.0,110.9,52001,True
7347,7290114964777,שעווה להסרת שיער מהפנים מועשרות בקמומיל 24 רצועות (₪1.54 ליח,לייף רצועות שעווה לפנים קמומיל 24 יח,1.54,24.0,36.96,52001,True
7348,9001616825101,מוצצים סיליקון 6+ צבעי מאט ליום וללילה ליום + 1 יחידה זוהר ב,מאם 3 מוצצים יום+לילה 6+ כחול תכלת לבן,21.63,1.0,21.63,52001,True
7366,7290118208211,ממחטות נייר לושן רכות במיוחד 3 שכבות (₪0.12 ליחידה),לייף טישו לושן 3 שכבות 120 יחידות,0.12,120.0,14.399999999999999,52001,True
7397,7290016321531,רצועות שעווה לרגליים ולגוף בתוספת אלוורה 12 רצועות + 3 מגבונ,מגע הדבש רצועות שעווה אלוורה 12 יח,3.32,12.0,39.839999999999996,52001,True
7432,7290119919925,גפן תליש - זוג (₪6.45 ל-),לייף זוג צמר גפן תליש 100 גרם,6.45,2.0,12.9,52001,True
7476,7290119910496,בייביז ווי תלייה לעגלה סקוטצ'ים בצבע שחור זוג (₪7.45 ליחידה),וו תלייה לעגלה- סקוטצים בצבע שחור זוג,7.45,2.0,14.9,52001,True
7510,7290113826939,לייף ויטמין D-3 סוכריות ג'לי לילדים בצורת דובונים בטעם תות 5,לייף ויטמין D-3 סוכריות גלי לילדים 50 יח,0.94,50.0,47.0,52001,True
7523,8700216891080,פרימיום חיתולים מידה 1 (₪1.11 ליחידה),פמפרס פרימיום חיתולים שלב 1 44 יח,1.11,44.0,48.84,52001,True
7558,9001616825118,מוצצים סיליקון 6+ צבעי מאט ליום וללילה ליום + 1 יחידה זוהר ב,מאם 3 מוצצים יום+לילה 6+ ורוד סגול וסגול,21.63,1.0,21.63,52001,True
7624,8017331085424,מברשת לרווחים גדולים (₪0.72 ליחידה),ביוריפייר קיסם מברשת לרווחים גדולים 40יח,0.72,40.0,28.799999999999997,52001,True
7626,7290108359213,טואלט דו שכבתי 18 גלילים כפולים (₪6.36 ל-100 מטר),סנו סופט גמבו נייר טואלט 18 גליל=36 גליל,6.36,100.0,636.0,52001,True
7647,8700216596596,בייבי דריי פנטס מכנסונים מידה 6 13- (₪1.97 ליחידה),פמפרס בייבי דריי פנטס מידה 6 32 יח,1.97,32.0,63.04,52001,True
7671,3666057106965,"DOUBLE SERUM LIGHT סרום (₪1,302 ל-)",קלרינס דאבל סרום לייט 50 מל,1302.0,2.0,2604.0,52001,True
7747,8006540847213,3D White ראש למברשת חשמלית להלבנה (₪29.23 ליחידה),אורל בי ראש חשמלי 3D וויט 4 יח,29.23,4.0,116.92,52001,True
7752,7290111347252,אקסטרה קר חיתולים מידה 6 16- (₪2.11 ליחידה),האגיס אקסטרה קר מידה 6          27 יח,2.11,27.0,56.97,52001,True
7762,5029053002439,נייר טואלט דו שכבתי צהוב 9 גלילים (₪19.73 ל-100 מטר),קלינקס נייר טואלט צהוב,19.73,100.0,1973.0,52001,True
7775,8700216614214,בייבי דריי פנטס מפרץ ההרפתקאות מכנסונים מידה 6 13- (₪2.05 לי,פמפרס מפרץ ההרפתקאות פנטס מידה 6 19 יח,2.05,19.0,38.949999999999996,52001,True
7782,5713795200597,מוצץ סיליקון ONE SIZE DE LUX זוג (₪39.95 ליחידה),BIBS מוצץ סיליקון DE LUX שמנת ורוד,39.95,2.0,79.9,52001,True
7865,8700216350402,אקטיב בייבי דריי חיתולים בייבי דריי מידה 3 6- (₪1.23 ליחידה),פמפרס בייבי דריי מידה 3  35 יחידות,1.23,35.0,43.05,52001,True
